# Per-file provenance for mirror/. Paths are relative to mirror/.
# origin_mtime = when RAMSOFT wrote the file (origin Last-Modified).
# wayback_capture = the Internet Archive capture this copy came from,
#   as a 14-digit YYYYMMDDhhmmss timestamp usable directly in a replay URL.
# path	sha256	origin_mtime	wayback_capture	bytes	cdx_digest_check	origin_etag	origin_server
www.ramsoft.bbk.org/demos/cc999/cc999tap.zip	f5a67a06c8a5fdd8b7efe14777f305996fca4a5c3b730eb6dc7db8a780969260	2000-07-28T18:01:05Z	20060508115500	47064	ok	6de495-b7d8-3981ca61	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/cc999/cc99i512.zip	cb51219b42d0df5d0378e1887877e7ff0b467993be0173dfeec08981f70ac072	2000-07-28T18:01:54Z	20060819194917	25641	ok	6de498-6429-3981ca92	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy98/compo.zip	3003ff6a2310dc724de9c8073a1c5a6b68b843b68d03f22a1e022f0fb6511c4a	2000-07-28T18:10:52Z	20060508120512	231092	ok	d7cb8-386b4-3981ccac	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/doxy98/dc98full.txt	3c71cca5e61c4255d9aa0b88f28e344ac3a8073f70d2a51931a828efc06ebdb2	2000-07-28T18:10:15Z	20080705123956	3821	ok	d7cb9-eed-3981cc87	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-22
www.ramsoft.bbk.org/demos/doxy98/dc98mus1.zip	cd6a1e95a4e05d2ec3718e8ad2ef09fb2a2436b3a33c94187aa819e90acd204f	2000-07-28T18:10:15Z	20060508120537	7041	ok	d7cb7-1b81-3981cc87	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/doxy98/dc98mus2.zip	691da9a46782ce8d5156909b51684e17f54ba788c763b283253c76932e6087fc	2000-07-28T18:10:16Z	20060508120530	6664	ok	d7cb0-1a08-3981cc88	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/doxy98/dc98mus3.zip	cbb552754c29c55dc6b97c0cd823c8d1d0d82ea13d7a9cbf8f59e9d03b577b21	2000-07-28T18:10:16Z	20060508120505	7894	ok	d7cb4-1ed6-3981cc88	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/doxy98/hstate.zip	9a6142cbd7e37c28bcbe9f420f5476d855ce7eb55e73f2fa3e5a2ce1f343bda3	2000-07-28T18:10:20Z	20060508120546	62275	ok	d7cb5-f343-3981cc8c	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/doxy99/clone.zip	917e3cf4a305398f7ae01e66b7d1bcf4d1c378a3f6c0b4cd71df353039018f6a	2000-07-28T18:10:54Z	20070808150828	11542	ok	3a717e-2d16-3981ccae	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy99/dc99gfx.zip	abb125fd7e38730f1bb5e1969046321a37b1c3a776be1e5ac63db906b7e4b8db	2000-07-28T18:10:57Z	20070808150847	41188	ok	3a7179-a0e4-3981ccb1	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy99/dc99gfx2.zip	d840fadddb5e265b84527267c86779727eecd0f296b310d6b9a22ded209594bc	2000-07-28T18:10:59Z	20070808150836	43999	ok	3a7178-abdf-3981ccb3	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy99/dc99late.zip	0c551c3b0d69687208d85d3d3f345f545edc1ba1a359a6a9b362f81f1a8ef2b2	2000-07-28T18:11:00Z	20070808150758	14025	ok	3a717b-36c9-3981ccb4	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy99/dc99msx.zip	8e503f43597327dcdf378da0a78d6d63ea9ec144a6a7c97339c4fc01f7f2e2fa	2000-07-28T18:11:03Z	20070808150748	45808	ok	3a717c-b2f0-3981ccb7	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy99/minctrl.zip	e4ad9a06324e88bfeaa5d88d7aa98d29fc5c14f7a4266b88a4cc5840eeb27fa5	2000-07-28T18:11:13Z	20070808150815	132659	ok	3a717d-20633-3981ccc1	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy99/omedron4.zip	faa304a708d22348d8e3a5e594c97b050da46e97f9b8e8b34601362219a2a252	2000-07-28T18:11:13Z	20070808150731	3635	ok	3a717a-e33-3981ccc1	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/doxy99/zoooooom.zip	4c2d63270365fec4cc180d1103f5eda878f8666ed54e965d38acafc088e80e69	2000-07-28T18:11:13Z	20070808150725	1322	ok	3a717f-52a-3981ccc1	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-16
www.ramsoft.bbk.org/demos/enlight97/bc.zip	fa3c7f3fa0e333e8818d9d04670ae00afc7ba33cbabb690d76f684ba5d28af2f	2000-07-28T18:02:34Z	20060508120338	43483	ok	7562c0-a9db-3981caba	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/binlove.zip	84570a862db789b4bcd765fb97e652dc587c7a0f606e1f6c5f21a82464707218	2000-07-28T18:02:45Z	20060508120243	169296	ok	7562c2-29550-3981cac5	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/bizarre.zip	9bdcdd5f80d76fc47f37f264597564c2a292224c941c890263d6f0e48d9f2dde	2000-07-28T18:05:48Z	20060508120401	49232	ok	7562ca-c050-3981cb7c	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/bs-i.zip	0e914fadd5f09cc8ab49efa1fcabe54123dd53e3d265ad231b0e3b23e3afb675	2000-07-28T18:04:59Z	20060508120352	33178	ok	7562c8-819a-3981cb4b	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/e97gfx.zip	a8ef384b0f8dc1c40f6425f450148ed9e3fbdc456cebcca1cb0d45fd80be8de6	2000-07-28T18:03:20Z	20060508120143	505426	ok	7562c6-7b652-3981cae8	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/e97music.zip	1b53b5dfcecb34e3667273c3fe52e6a7be0086e3d749e51e08ac54f7e0e43f39	2000-07-28T18:04:01Z	20060508120419	607274	ok	7562c9-9442a-3981cb11	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/ecstatic.zip	fbae8db126ca4e9ba7ff1c8df6672c68dba36a4a8973ff61545828232fe7fe23	2000-07-28T18:04:56Z	20060508120214	75593	ok	7562cd-12749-3981cb48	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/enlight96.rar	6411591df88db82ce207145e4b284d2b365e35f5e9ed329075da93cee46e3b31	2000-07-28T18:04:50Z	20060508120105	641012	ok	7562c4-9c7f4-3981cb42	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/excess.zip	3efb37e0983826e98958fe53b013c446bc9472e46dcf392af6d8e28ed75848d8	2000-07-28T18:04:06Z	20060508120229	68987	ok	7562cb-10d7b-3981cb16	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
www.ramsoft.bbk.org/demos/enlight97/eyeahe_2.zip	04a59029f3551bbcb17e081ee861d3bfa543fae96fc8f1cd0c30b2cca304597d	2000-07-28T18:05:45Z	20060508120444	198523	ok	7562c3-3077b-3981cb79	Apache/1.3.33 (Debian GNU/Linux) PHP/4.3.10-15
